罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,自動車盗,印西,牧の原,122319,千葉県,印西市,草深,20240726,19,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,印西,牧の原,122319,千葉県,印西市,高花１丁目,20240509,20,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,印西,牧の原,122319,千葉県,印西市,西の原３丁目,20240130,21,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,印西,牧の原,122319,千葉県,印西市,西の原３丁目,20240216,15,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,印西,牧の原,122319,千葉県,印西市,西の原３丁目,20240805,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,印西,牧の原,122319,千葉県,印西市,西の原３丁目,20241213,20,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,印西,牧の原,122319,千葉県,印西市,原１丁目,20240502,23,その他,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,印西,牧の原,122319,千葉県,印西市,滝野１丁目,20240229,1,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,印西,牧の原,122319,千葉県,印西市,滝野４丁目,20241213,20,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,印西,牧の原,122319,千葉県,印西市,平賀学園台３丁目,20240829,23,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,印西,牧の原,122319,千葉県,印西市,牧の原３丁目,20240130,20,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,印西,牧の原,122319,千葉県,印西市,牧の原３丁目,20240202,2,一戸建住宅,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,印西,牧の原,122319,千葉県,印西市,牧の原３丁目,20240202,22,一戸建住宅,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,印西,牧の原,122319,千葉県,印西市,牧の原４丁目,20240130,21,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,印西,木下駅前,122319,千葉県,印西市,大森,20240604,15,一戸建住宅,その他,キーなし,なし,乗用自動車
窃盗,自動車盗,印西,木下駅前,122319,千葉県,印西市,大森,20241116,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,印西,木下駅前,122319,千葉県,印西市,木下,20240924,23,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,印西,木下駅前,122319,千葉県,印西市,竹袋,20240528,13,その他,その他,キーあり,なし,乗用自動車
窃盗,自動車盗,印西,木下駅前,122319,千葉県,印西市,木下南２丁目,20240201,2,一戸建住宅,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,印西,木下駅前,122319,千葉県,印西市,木下南２丁目,20240815,13,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,印西,岩戸,122319,千葉県,印西市,師戸,20240327,10,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,印西,浦部,122319,千葉県,印西市,発作,20240216,16,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,印西,日本医大駅前,122319,千葉県,印西市,萩原,20241208,20,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,印西,日本医大駅前,122319,千葉県,印西市,舞姫１丁目,20241001,18,その他,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,印西,布鎌,123293,千葉県,栄町,龍ケ崎町歩,20240204,17,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,香取,多古幹部,123471,千葉県,多古町,多古,20240509,17,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,香取,佐原駅前,122360,千葉県,香取市,佐原イ,20240524,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,香取,佐原駅前,122360,千葉県,香取市,佐原ロ,20241121,13,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,香取,岩部,122360,千葉県,香取市,高萩,20241029,9,その他,その他,キーあり,なし,特殊自動車
窃盗,自動車盗,香取,大戸川,122360,千葉県,香取市,寺内,20240718,18,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,香取,大戸川,122360,千葉県,香取市,森戸,20240618,16,その他,その他,キーなし,なし,乗用自動車
窃盗,自動車盗,香取,北佐原,122360,千葉県,香取市,佐原ニ,20240316,10,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,香取,沢,122360,千葉県,香取市,沢,20240901,10,その他,駐車（輪）場,キーなし,なし,特殊自動車
窃盗,自動車盗,香取,中,123471,千葉県,多古町,南中,20240315,6,一戸建住宅,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,香取,豊浦,122360,千葉県,香取市,一ノ分目,20240801,15,その他,その他,キーなし,なし,乗用自動車
窃盗,自動車盗,香取,府馬,122360,千葉県,香取市,志高,20240315,15,道路上,その他,キーあり,なし,貨物自動車
窃盗,自動車盗,香取,橘,123498,千葉県,東庄町,今郡,20240330,21,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,銚子,中央,122025,千葉県,銚子市,新生町２丁目,20241002,22,その他,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,銚子,中央,122025,千葉県,銚子市,飯沼町,20240802,10,その他,その他,キーあり,なし,特殊自動車
窃盗,自動車盗,銚子,海鹿島,122025,千葉県,銚子市,海鹿島町,不明,不明,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,銚子,高神,122025,千葉県,銚子市,天王台,20241128,15,その他,その他,キーなし,なし,特殊自動車
窃盗,自動車盗,銚子,豊里,122025,千葉県,銚子市,桜井町,20240811,10,一戸建住宅,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,旭,署所在地,122157,千葉県,旭市,新町,20240412,11,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,旭,嚶鳴,122157,千葉県,旭市,江ケ崎,20231227,14,その他,その他,キーあり,なし,なし
窃盗,自動車盗,旭,鶴巻,122157,千葉県,旭市,蛇園,20240621,20,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,旭,鶴巻,122157,千葉県,旭市,蛇園,20241028,22,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,旭,中和,122157,千葉県,旭市,長部,20240315,19,駐車（輪）場,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,匝瑳,署所在地,122351,千葉県,匝瑳市,八日市場ホ,20241013,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,山武,沖渡,122378,千葉県,山武市,大木,20241201,16,一戸建住宅,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,山武,沖渡,122378,千葉県,山武市,横田,20240524,20,その他,その他,キーあり,なし,乗用自動車
窃盗,自動車盗,山武,上堺,124109,千葉県,横芝光町,新島,20240209,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,山武,豊岡,122378,千葉県,山武市,松尾町　金尾,20240228,12,その他,その他,キーなし,なし,乗用自動車
窃盗,自動車盗,山武,南郷,122378,千葉県,山武市,上横地,20240510,18,その他,その他,キーあり,なし,貨物自動車
窃盗,自動車盗,山武,日向,122378,千葉県,山武市,雨坪,20240209,10,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,山武,日向,122378,千葉県,山武市,椎崎,20241218,12,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,山武,松尾,122378,千葉県,山武市,松尾町　五反田,20240531,3,一戸建住宅,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,東金,大網駅前,122394,千葉県,大網白里市,大網,20240905,17,その他,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,東金,東金駅前,122131,千葉県,東金市,家之子,20240718,17,その他,その他,キーあり,なし,貨物自動車
窃盗,自動車盗,東金,東金駅前,122131,千葉県,東金市,南上宿,20240411,15,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,東金,増穂,122394,千葉県,大網白里市,ながた野２丁目,20240530,19,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,東金,丘山,122131,千葉県,東金市,滝,20240130,15,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,東金,丘山,122131,千葉県,東金市,山田,不明,不明,その他,その他,キーなし,なし,乗用自動車
窃盗,自動車盗,東金,作田,124036,千葉県,九十九里町,作田,20240906,12,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,東金,白里,122394,千葉県,大網白里市,北今泉,20240215,10,一戸建住宅,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,東金,白里,122394,千葉県,大網白里市,四天木,20240317,15,その他,その他,キーなし,なし,乗用自動車
窃盗,自動車盗,東金,関内,122131,千葉県,東金市,下武射田,20240519,11,その他,その他,キーあり,なし,その他
窃盗,自動車盗,東金,道庭,122131,千葉県,東金市,求名,20240413,7,一戸建住宅,その他,キーあり,なし,乗用自動車
窃盗,自動車盗,東金,源,122131,千葉県,東金市,極楽寺,20240929,16,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,東金,源,122131,千葉県,東金市,極楽寺,20241003,13,道路上,その他,キーなし,あり,乗用自動車
窃盗,自動車盗,茂原,新茂原,122106,千葉県,茂原市,小林,20240229,10,その他,その他,キーなし,なし,乗用自動車
窃盗,自動車盗,茂原,新茂原,122106,千葉県,茂原市,長尾,20240323,16,一戸建住宅,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,茂原,関,122106,千葉県,茂原市,真名,20240322,2,その他,その他,キーなし,なし,なし
窃盗,自動車盗,茂原,長柄,124265,千葉県,長柄町,国府里,20241024,6,その他,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,茂原,二宮,122106,千葉県,茂原市,国府関,20240221,16,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,茂原,八積,124231,千葉県,長生村,七井土,20241029,22,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,勝浦,大多喜幹部,124419,千葉県,大多喜町,久保,20240712,18,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,市原,南総幹部,122190,千葉県,市原市,大蔵,不明,不明,その他,その他,キーなし,なし,特殊自動車
窃盗,自動車盗,市原,姉崎,122190,千葉県,市原市,姉崎,20231220,8,一戸建住宅,その他,キーなし,なし,乗用自動車
窃盗,自動車盗,市原,姉崎,122190,千葉県,市原市,姉崎海岸,20240719,18,その他,その他,キーあり,なし,貨物自動車
窃盗,自動車盗,市原,菊間,122190,千葉県,市原市,菊間,20240115,16,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,市原,菊間,122190,千葉県,市原市,菊間,20240327,18,その他,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,市原,菊間,122190,千葉県,市原市,菊間,20240906,12,その他,その他,キーあり,なし,貨物自動車
窃盗,自動車盗,市原,五井駅前,122190,千葉県,市原市,五井東３丁目,20240408,22,その他,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,市原,辰巳台,122190,千葉県,市原市,辰巳台東３丁目,20240911,15,一戸建住宅,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,市原,藤井,122190,千葉県,市原市,海保,20240817,16,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,市原,藤井,122190,千葉県,市原市,能満,20241003,16,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,市原,八幡宿駅前,122190,千葉県,市原市,八幡,20240126,14,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,市原,八幡宿駅前,122190,千葉県,市原市,八幡海岸通,20231229,16,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,市原,八幡宿駅前,122190,千葉県,市原市,八幡北町３丁目,20240615,23,その他,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,市原,光風台,122190,千葉県,市原市,栢橋,20240716,16,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,市原,ちはら台駅前,122190,千葉県,市原市,ちはら台南３丁目,20240622,16,その他,その他,キーあり,なし,貨物自動車
窃盗,自動車盗,市原,白金,122190,千葉県,市原市,五井海岸,20240119,15,その他,その他,キーあり,なし,なし
窃盗,自動車盗,市原,五井西,122190,千葉県,市原市,飯沼,20240507,14,その他,その他,キーなし,なし,特殊自動車
窃盗,自動車盗,市原,五井西,122190,千葉県,市原市,岩崎１丁目,20240502,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,市原,五井西,122190,千葉県,市原市,島野,20240622,18,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,市原,潤井戸,122190,千葉県,市原市,潤井戸,20240623,11,その他,その他,キーなし,なし,特殊自動車
窃盗,自動車盗,市原,市西,122190,千葉県,市原市,海士有木,20240101,11,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,市原,市西,122190,千葉県,市原市,新堀,20240119,17,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,市原,廿五里,122190,千葉県,市原市,廿五里,20240501,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,市原,東国吉,122190,千葉県,市原市,高倉,20240617,18,一戸建住宅,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,市原,東国吉,122190,千葉県,市原市,東国吉,20240617,18,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,市原,平三,122190,千葉県,市原市,平蔵,20240318,21,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,木更津,岩根駅前,122068,千葉県,木更津市,高柳１丁目,20240425,17,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,木更津,岩根駅前,122068,千葉県,木更津市,高柳１丁目,20240605,19,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,木更津,清見台,122068,千葉県,木更津市,中尾,20241022,14,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,木更津,長須賀,122068,千葉県,木更津市,長須賀,20240606,17,その他,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,木更津,江川,122068,千葉県,木更津市,久津間,20240319,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,木更津,中郷,122297,千葉県,袖ケ浦市,川原井,20240731,15,その他,その他,キーあり,なし,貨物自動車
窃盗,自動車盗,木更津,平岡,122297,千葉県,袖ケ浦市,川原井,20240607,19,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,木更津,波岡,122068,千葉県,木更津市,大久保,20241023,17,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,木更津,波岡,122068,千葉県,木更津市,羽鳥野６丁目,20240820,18,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,君津,周南,122254,千葉県,君津市,常代,20240117,16,一戸建住宅,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,君津,中,122254,千葉県,君津市,六手,20240320,17,駐車（輪）場,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,富津,竹岡,122262,千葉県,富津市,数馬,20240409,13,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,館山,那古,122050,千葉県,館山市,那古,20241119,0,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,鴨川,東条,122238,千葉県,鴨川市,和泉,20241207,17,その他,その他,キーあり,なし,特殊自動車
窃盗,自動車盗,鴨川,吉尾,122238,千葉県,鴨川市,北風原,20240923,17,一戸建住宅,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,千葉西,稲毛海岸駅前,121061,千葉県,千葉市美浜区,稲毛海岸２丁目,20241127,3,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,千葉西,稲毛海岸駅前,121061,千葉県,千葉市美浜区,稲毛海岸５丁目,20240224,6,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,千葉西,稲毛海岸駅前,121061,千葉県,千葉市美浜区,高洲１丁目,20240117,23,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,千葉西,検見川浜駅前,121061,千葉県,千葉市美浜区,磯辺５丁目,20240716,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,千葉西,小中台,121037,千葉県,千葉市稲毛区,小中台町,20240201,19,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,千葉西,幸町,121061,千葉県,千葉市美浜区,幸町２丁目,20240211,16,その他,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,千葉西,新検見川駅前,121029,千葉県,千葉市花見川区,検見川町１丁目,20240905,2,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,千葉西,新検見川駅前,121029,千葉県,千葉市花見川区,花園３丁目,20241001,20,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,千葉西,新検見川駅前,121029,千葉県,千葉市花見川区,花園町,不明,不明,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,千葉西,新検見川駅前,121029,千葉県,千葉市花見川区,花園町,20240428,14,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,千葉西,新検見川駅前,121029,千葉県,千葉市花見川区,花園町,20230924,11,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,千葉西,幕張,121061,千葉県,千葉市美浜区,幕張西６丁目,20240320,22,一戸建住宅,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,千葉西,幕張,121061,千葉県,千葉市美浜区,幕張西６丁目,20240328,22,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,千葉西,幕張メッセ,121061,千葉県,千葉市美浜区,打瀬１丁目,20240810,18,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,千葉西,幕張メッセ,121061,千葉県,千葉市美浜区,打瀬２丁目,20240709,17,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,千葉西,幕張メッセ,121061,千葉県,千葉市美浜区,打瀬３丁目,20241004,1,道路上,その他,キーなし,あり,乗用自動車
窃盗,自動車盗,千葉西,幕張メッセ,121061,千葉県,千葉市美浜区,浜田１丁目,20240915,23,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,千葉西,幕張メッセ,121061,千葉県,千葉市美浜区,ひび野２丁目,20240716,14,その他,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,千葉西,幕張メッセ,121061,千葉県,千葉市美浜区,若葉３丁目,20240517,23,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,千葉西,幕張本郷駅前,121029,千葉県,千葉市花見川区,幕張本郷１丁目,20240214,20,駐車（輪）場,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,千葉西,幕張本郷駅前,121029,千葉県,千葉市花見川区,幕張本郷１丁目,20241102,1,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,千葉西,幕張本郷駅前,121029,千葉県,千葉市花見川区,幕張本郷３丁目,20241104,12,その他,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,千葉西,幕張本郷駅前,121029,千葉県,千葉市花見川区,幕張本郷７丁目,20240122,20,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,千葉西,真砂,121061,千葉県,千葉市美浜区,真砂５丁目,20240612,6,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,千葉西,真砂,121061,千葉県,千葉市美浜区,真砂５丁目,20240613,12,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,八千代,米本,122211,千葉県,八千代市,平戸,20230701,不明,その他,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,八千代,大和田駅前,122211,千葉県,八千代市,萱田町,20240117,18,一戸建住宅,その他,キーなし,あり,乗用自動車
窃盗,自動車盗,八千代,勝田台,122211,千葉県,八千代市,勝田台４丁目,20240724,19,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,八千代,勝田台,122211,千葉県,八千代市,勝田台７丁目,20240907,18,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,八千代,勝田台,122211,千葉県,八千代市,勝田台南２丁目,20240728,0,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,八千代,高津,122211,千葉県,八千代市,大和田新田,20240102,14,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,八千代,八千代台駅前,122211,千葉県,八千代市,八千代台西７丁目,20240424,18,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,八千代,米本,122211,千葉県,八千代市,平戸,20240319,18,その他,その他,キーなし,なし,乗用自動車
窃盗,自動車盗,八千代,八千代緑が丘駅前,122211,千葉県,八千代市,緑が丘２丁目,20240320,12,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,八千代,八千代緑が丘駅前,122211,千葉県,八千代市,緑が丘西１丁目,20240328,21,駐車（輪）場,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,八千代,八千代緑が丘駅前,122211,千葉県,八千代市,緑が丘西４丁目,20240312,22,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,八千代,村上駅前,122211,千葉県,八千代市,村上,20240202,18,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,八千代,村上駅前,122211,千葉県,八千代市,下市場１丁目,20240122,6,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,八千代,村上駅前,122211,千葉県,八千代市,下市場１丁目,20240313,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,八千代,村上駅前,122211,千葉県,八千代市,勝田台北３丁目,20240128,23,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,八千代,睦,122211,千葉県,八千代市,島田台,20231226,23,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,八千代,睦,122211,千葉県,八千代市,桑橋,20240214,4,一戸建住宅,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,船橋東,大穴,122041,千葉県,船橋市,三咲３丁目,20240215,21,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,船橋東,大穴,122041,千葉県,船橋市,三咲３丁目,20241010,21,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,船橋東,大穴,122041,千葉県,船橋市,大穴北４丁目,20240326,21,その他,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,船橋東,小室駅前,122041,千葉県,船橋市,小室町,20241008,21,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,船橋東,芝山,122041,千葉県,船橋市,飯山満町２丁目,20240521,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,船橋東,芝山,122041,千葉県,船橋市,飯山満町３丁目,20240525,0,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,船橋東,高根台,122041,千葉県,船橋市,高野台,20240309,19,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,船橋東,高根台,122041,千葉県,船橋市,高根台６丁目,20240315,18,駐車（輪）場,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,船橋東,習志野台,122041,千葉県,船橋市,習志野台１丁目,20240213,16,その他,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,船橋東,習志野台,122041,千葉県,船橋市,習志野台４丁目,20240608,17,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,船橋東,習志野台,122041,千葉県,船橋市,習志野台４丁目,20240928,15,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,船橋東,習志野台,122041,千葉県,船橋市,習志野台５丁目,20241125,22,駐車（輪）場,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,船橋東,習志野台,122041,千葉県,船橋市,習志野台６丁目,20240306,16,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,船橋東,習志野台,122041,千葉県,船橋市,習志野台８丁目,20240620,6,その他,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,船橋東,二和,122041,千葉県,船橋市,高野台１丁目,20241212,3,駐車（輪）場,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,船橋東,二和,122041,千葉県,船橋市,みやぎ台１丁目,20240809,17,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,船橋東,二和,122041,千葉県,船橋市,大穴北４丁目,20240227,21,一戸建住宅,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,船橋東,古和釜,122041,千葉県,船橋市,坪井東２丁目,20240130,18,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,船橋東,古和釜,122041,千葉県,船橋市,坪井東２丁目,20240808,19,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,我孫子,我孫子駅前,122220,千葉県,我孫子市,我孫子１丁目,20241126,7,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,我孫子,我孫子駅前,122220,千葉県,我孫子市,我孫子２丁目,20240106,22,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,我孫子,我孫子駅前,122220,千葉県,我孫子市,我孫子２丁目,20241006,21,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,我孫子,我孫子駅前,122220,千葉県,我孫子市,寿１丁目,20240813,17,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,我孫子,我孫子駅前,122220,千葉県,我孫子市,湖北台７丁目,20241112,19,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,我孫子,我孫子駅前,122220,千葉県,我孫子市,台田３丁目,20240918,3,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,なし
